,id,fish id,grams
281,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122023.jpg,569,15219
282,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095925.jpg,57,2089
283,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132231.jpg,797,2803
284,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132543.jpg,813,259
285,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095930.jpg,57,20898
286,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123328.jpg,608,10
287,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120609.jpg,509,54372
288,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121503.jpg,546,78934
289,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110735.jpg,295,10
290,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112122.jpg,343,5320
291,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104026.jpg,196,982
292,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102457.jpg,139,44159
293,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111359.jpg,321,69866
294,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120812.jpg,519,7606
295,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105304.jpg,245,25452
296,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095717.jpg,50,044944
297,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103007.jpg,161,109947
298,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111826.jpg,340,59279
299,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110251.jpg,283,00
300,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105648.jpg,260,70423
301,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115315.jpg,460,73330
302,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101406.jpg,103,7560
303,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105112.jpg,239,42579
304,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132621.jpg,816,23749
305,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325093945.jpg,,16059
306,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124731.jpg,658,99198
307,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121113.jpg,532,42579
308,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102721.jpg,148,42737
309,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121852.jpg,561,
310,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132806.jpg,819,20742
311,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115507.jpg,468,19
312,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124902.jpg,664,
313,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132812.jpg,819,7766
314,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103417.jpg,180,57
315,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113604.jpg,401,53523
316,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132423.jpg,806,31592
317,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132351.jpg,804,15155
318,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131116.jpg,76,
319,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121311.jpg,536,68979
320,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111239.jpg,315,812
321,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100320.jpg,71,6453
322,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105258.jpg,245,254579
323,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101016.jpg,94,684
324,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113406.jpg,394,04914
325,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103615.jpg,188,12276
326,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111207.jpg,313,5075
327,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115707.jpg,472,59254
328,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100336.jpg,72,55840
329,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122829.jpg,600,3638
330,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105528.jpg,2255,52989
331,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114425.jpg,430,59986
332,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103159.jpg,169,4000
333,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114431.jpg,430,59990
334,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113438.jpg,397,60704
335,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110131.jpg,279,66237
336,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120019.jpg,486,45460
337,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104805.jpg,225,6128
338,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112901.jpg,377,132829
339,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123504.jpg,611,88349
340,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131100.jpg,758,18
341,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122632.jpg,596,
342,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130550.jpg,733,
343,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115920.jpg,481,4192
344,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122154.jpg,576,19392
345,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130222.jpg,716,94046
346,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122626.jpg,595,33678
347,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123909.jpg,626,928
348,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094033.jpg,2,62372
349,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132838.jpg,821,7446
350,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114633.jpg,440,74265
351,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102051.jpg,125,26434
352,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101558.jpg,109,69066
353,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123712.jpg,618,4540
354,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122418.jpg,586,77625
355,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125411.jpg,683,4
356,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120227.jpg,498,37789
357,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121930.jpg,564,23408
358,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101438.jpg,105,25243
359,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100040.jpg,,59699
360,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094153.jpg,5,6416
361,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121924.jpg,564,23414
362,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125203.jpg,676,
363,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094812.jpg,23,04944
364,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105851.jpg,269,00
365,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111415.jpg,322,52762
366,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113202.jpg,388,95569
367,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100242.jpg,70,123879
368,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114551.jpg,436,66249
369,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094345.jpg,11,65758
370,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131935.jpg,782,3294
371,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114545.jpg,436,6624
372,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103039.jpg,164,91225
373,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094351.jpg,11,65752
374,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102441.jpg,138,9857
375,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122949.jpg,600,354
376,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114223.jpg,423,
377,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110910.jpg,301,124069
378,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131712.jpg,775,
379,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122746.jpg,600,0
380,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130342.jpg,724,
381,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115854.jpg,479,54508
382,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124451.jpg,645,0
383,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130430.jpg,728,
384,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120145.jpg,494,124055
385,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122752.jpg,600,103494
386,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132226.jpg,,9
387,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132554.jpg,814,146
388,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123459.jpg,611,40445
389,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130425.jpg,728,3
390,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121514.jpg,547,04
391,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120839.jpg,521,198
392,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115128.jpg,453,73076
393,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131908.jpg,780,18559
394,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130155.jpg,714,44580
395,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125558.jpg,690,34300
396,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122237.jpg,580,12315
397,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130633.jpg,736,
398,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100928.jpg,92,140382
399,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111831.jpg,340,59265
400,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131539.jpg,771,24365
401,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132756.jpg,818,232159
402,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132018.jpg,785,20482
403,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121716.jpg,555,25346
404,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094807.jpg,23,85195
405,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114020.jpg,418,38846
406,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110246.jpg,283,05
407,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104541.jpg,217,38342
408,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094620.jpg,18,03494
409,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112445.jpg,360,10395
410,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102118.jpg,127,7389
411,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130814.jpg,745,
412,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101411.jpg,103,7552
413,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111602.jpg,330,79673
414,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121919.jpg,563,
415,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130753.jpg,743,8
416,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122357.jpg,585,
417,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124040.jpg,632,9
418,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130035.jpg,707,09393
419,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123707.jpg,618,7454
420,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130009.jpg,,
421,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123920.jpg,626,
422,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110454.jpg,285,37562
423,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104421.jpg,211,13335
424,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095338.jpg,38,77939
425,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100653.jpg,83,51802
426,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114140.jpg,422,04044
427,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101203.jpg,98,124648
428,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130545.jpg,733,7
429,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120756.jpg,517,8724
430,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125148.jpg,675,168
431,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132434.jpg,807,1598
432,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120030.jpg,487,8060
433,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112928.jpg,378,08
434,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132346.jpg,803,244379
435,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104810.jpg,226,67578
436,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104623.jpg,220,044
437,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104151.jpg,201,673
438,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120959.jpg,528,53725
439,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100451.jpg,77,7405
440,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105501.jpg,253,741631
441,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115712.jpg,472,5925
442,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102508.jpg,140,7452
443,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111212.jpg,313,50173
444,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094257.jpg,8,55848
445,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110631.jpg,291,27373
446,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111249.jpg,316,48972
447,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120916.jpg,524,012
448,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095607.jpg,47,17548
449,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105200.jpg,241,4479
450,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115952.jpg,484,64429
451,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130244.jpg,718,558
452,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132309.jpg,800,2069
453,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131600.jpg,771,248937
454,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123947.jpg,628,45
455,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110433.jpg,284,75812
456,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121836.jpg,560,20813
457,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114655.jpg,441,53324
458,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103329.jpg,176,23626
459,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105758.jpg,265,16760
460,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130913.jpg,750,95412
461,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115211.jpg,456,65442
462,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111711.jpg,335,70509
463,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130046.jpg,708,
464,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325133201.jpg,836,1692
465,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100813.jpg,88,103387
466,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131402.jpg,771,108
467,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094121.jpg,,94662
468,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110553.jpg,289,75724
469,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094647.jpg,20,034984
470,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123827.jpg,623,90
471,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132916.jpg,824,29058
472,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122522.jpg,591,
473,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111842.jpg,341,21673
474,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131204.jpg,763,006
475,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104042.jpg,197,29266
476,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110745.jpg,296,9363
477,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122720.jpg,600,1035
478,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125729.jpg,695,1
479,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132527.jpg,811,299
480,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120123.jpg,492,95255
481,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104903.jpg,229,969672
482,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131012.jpg,754,
483,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123416.jpg,610,438
484,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122709.jpg,599,91376
485,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131007.jpg,754,1910
486,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115827.jpg,477,734971
487,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130457.jpg,730,4
488,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095941.jpg,58,13583
489,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105413.jpg,250,7779
490,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111300.jpg,317,686579
491,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122912.jpg,600,7
492,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122906.jpg,600,
493,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114244.jpg,424,72152
494,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110022.jpg,275,292079
495,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094444.jpg,13,77090
496,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110750.jpg,296,87579
497,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131946.jpg,783,10
498,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123629.jpg,615,130
499,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130655.jpg,738,
500,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113926.jpg,415,7007
501,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105611.jpg,258,7858
502,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095202.jpg,34,41692
503,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110208.jpg,281,17573
504,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123832.jpg,,
505,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094652.jpg,20,044941
506,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115358.jpg,463,7863
507,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114046.jpg,420,5735
508,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113729.jpg,408,106478
509,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104255.jpg,205,5780
510,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112423.jpg,358,28864
511,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114052.jpg,420,014948
512,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325093908.jpg,,16064
513,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122319.jpg,582,61352
514,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130721.jpg,740,4
515,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325093934.jpg,,15868
516,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120526.jpg,506,12469
517,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095404.jpg,40,70579
518,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111738.jpg,337,6730
519,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094054.jpg,3,944
520,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104453.jpg,213,75076
521,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110817.jpg,298,7433
522,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120718.jpg,514,826639
523,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121348.jpg,539,32750
524,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095821.jpg,53,14635
525,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131629.jpg,772,1296
526,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122133.jpg,574,883
527,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101059.jpg,96,820
528,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114332.jpg,427,792
529,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102550.jpg,142,04911
530,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100435.jpg,76,52235
531,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104135.jpg,200,17329
532,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113449.jpg,398,04944
533,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094532.jpg,15,04944
534,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112757.jpg,,460
535,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103100.jpg,165,7642
536,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132450.jpg,808,18563
537,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095837.jpg,54,50575
538,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125110.jpg,672,41
539,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325133014.jpg,830,9079
540,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121410.jpg,541,57689
541,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110801.jpg,297,5169
542,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123213.jpg,605,63978
543,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125104.jpg,671,
544,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132849.jpg,822,15245
545,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114124.jpg,422,35508
546,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100637.jpg,82,45922
547,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114118.jpg,,
548,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101515.jpg,107,0671
549,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124030.jpg,631,
550,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124024.jpg,631,93
551,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122455.jpg,589,189
552,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130737.jpg,742,54484
553,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124742.jpg,659,
554,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121612.jpg,,4882
555,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123005.jpg,600,138
556,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100757.jpg,87,5794
557,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101449.jpg,105,25219
558,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101307.jpg,100,62055
559,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104519.jpg,215,15845
560,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122253.jpg,581,16659
561,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124144.jpg,633,48808
562,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124150.jpg,633,48
